"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"891","Newham, 00BB (891)","630","Greenwich, 00AL (630)","1/6/2019 - 31/8/2019, Every day, Daily Average",2101,1543,2859
"891","Newham, 00BB (891)","631","Greenwich, 00AL (631)","1/6/2019 - 31/8/2019, Every day, Daily Average",1745,1210,2515
"891","Newham, 00BB (891)","632","Greenwich, 00AL (632)","1/6/2019 - 31/8/2019, Every day, Daily Average",974,664,1427
"891","Newham, 00BB (891)","633","Hackney, 00AM (633)","1/6/2019 - 31/8/2019, Every day, Daily Average",2334,1951,2791
"891","Newham, 00BB (891)","634","Hackney, 00AM (634)","1/6/2019 - 31/8/2019, Every day, Daily Average",2143,1813,2532
"891","Newham, 00BB (891)","635","Hackney, 00AM (635)","1/6/2019 - 31/8/2019, Every day, Daily Average",1864,1525,2277
"891","Newham, 00BB (891)","636","Hackney, 00AM (636)","1/6/2019 - 31/8/2019, Every day, Daily Average",1544,1213,1963
"891","Newham, 00BB (891)","637","Hackney, 00AM (637)","1/6/2019 - 31/8/2019, Every day, Daily Average",985,790,1226
"891","Newham, 00BB (891)","638","Hackney, 00AM (638)","1/6/2019 - 31/8/2019, Every day, Daily Average",1196,972,1471
"891","Newham, 00BB (891)","639","Hackney, 00AM (639)","1/6/2019 - 31/8/2019, Every day, Daily Average",1599,1347,1896
"891","Newham, 00BB (891)","640","Hammersmith and Fulham, 00AN (640)","1/6/2019 - 31/8/2019, Every day, Daily Average",3851,3054,4855
"891","Newham, 00BB (891)","641","Havering, 00AR (641)","1/6/2019 - 31/8/2019, Every day, Daily Average",1857,1493,2308
"891","Newham, 00BB (891)","643","Havering, 00AR (643)","1/6/2019 - 31/8/2019, Every day, Daily Average",1944,1573,2401
"891","Newham, 00BB (891)","644","Havering, 00AR (644)","1/6/2019 - 31/8/2019, Every day, Daily Average",1906,1530,2374
"891","Newham, 00BB (891)","646","Hackney, 00AM (646)","1/6/2019 - 31/8/2019, Every day, Daily Average",1990,1617,2447
"891","Newham, 00BB (891)","647","Hammersmith and Fulham, 00AN (647)","1/6/2019 - 31/8/2019, Every day, Daily Average",3662,2694,4976
"891","Newham, 00BB (891)","648","Havering, 00AR (648)","1/6/2019 - 31/8/2019, Every day, Daily Average",1725,1406,2115
"891","Newham, 00BB (891)","649","Havering, 00AR (649)","1/6/2019 - 31/8/2019, Every day, Daily Average",1729,1393,2144
"891","Newham, 00BB (891)","650","Havering, 00AR (650)","1/6/2019 - 31/8/2019, Every day, Daily Average",1640,1346,1997
"891","Newham, 00BB (891)","651","Havering, 00AR (651)","1/6/2019 - 31/8/2019, Every day, Daily Average",1619,1290,2031
"891","Newham, 00BB (891)","652","Havering, 00AR (652)","1/6/2019 - 31/8/2019, Every day, Daily Average",1543,1214,1961
"891","Newham, 00BB (891)","653","Havering, 00AR (653)","1/6/2019 - 31/8/2019, Every day, Daily Average",1205,891,1628
"891","Newham, 00BB (891)","654","Havering, 00AR (654)","1/6/2019 - 31/8/2019, Every day, Daily Average",1281,984,1666
"891","Newham, 00BB (891)","659","Hillingdon, 00AS (659)","1/6/2019 - 31/8/2019, Every day, Daily Average",4180,3334,5239
"891","Newham, 00BB (891)","662","Hillingdon, 00AS (662)","1/6/2019 - 31/8/2019, Every day, Daily Average",4225,3385,5273
"891","Newham, 00BB (891)","664","Hammersmith and Fulham, 00AN (664)","1/6/2019 - 31/8/2019, Every day, Daily Average",3419,2739,4267
"891","Newham, 00BB (891)","665","Hammersmith and Fulham, 00AN (665)","1/6/2019 - 31/8/2019, Every day, Daily Average",3592,2910,4432
"891","Newham, 00BB (891)","666","Hammersmith and Fulham, 00AN (666)","1/6/2019 - 31/8/2019, Every day, Daily Average",3916,3131,4897
"891","Newham, 00BB (891)","667","Hammersmith and Fulham, 00AN (667)","1/6/2019 - 31/8/2019, Every day, Daily Average",4066,3130,5280
"891","Newham, 00BB (891)","668","Haringey, 00AP (668)","1/6/2019 - 31/8/2019, Every day, Daily Average",2001,1719,2329
"891","Newham, 00BB (891)","669","Hammersmith and Fulham, 00AN (669)","1/6/2019 - 31/8/2019, Every day, Daily Average",3905,3106,4908
"891","Newham, 00BB (891)","670","Haringey, 00AP (670)","1/6/2019 - 31/8/2019, Every day, Daily Average",2442,2025,2943
"891","Newham, 00BB (891)","671","Haringey, 00AP (671)","1/6/2019 - 31/8/2019, Every day, Daily Average",1946,1603,2361
"891","Newham, 00BB (891)","673","Hillingdon, 00AS (673)","1/6/2019 - 31/8/2019, Every day, Daily Average",3953,3310,4720
"891","Newham, 00BB (891)","677","Hammersmith and Fulham, 00AN (677)","1/6/2019 - 31/8/2019, Every day, Daily Average",3964,3201,4908
"891","Newham, 00BB (891)","678","Hammersmith and Fulham, 00AN (678)","1/6/2019 - 31/8/2019, Every day, Daily Average",3579,2649,4835
"891","Newham, 00BB (891)","679","Hammersmith and Fulham, 00AN (679)","1/6/2019 - 31/8/2019, Every day, Daily Average",3591,2646,4872
"891","Newham, 00BB (891)","680","Hammersmith and Fulham, 00AN (680)","1/6/2019 - 31/8/2019, Every day, Daily Average",3470,2561,4700
"891","Newham, 00BB (891)","681","Hammersmith and Fulham, 00AN (681)","1/6/2019 - 31/8/2019, Every day, Daily Average",3411,2521,4613
"891","Newham, 00BB (891)","683","Hammersmith and Fulham, 00AN (683)","1/6/2019 - 31/8/2019, Every day, Daily Average",3438,2781,4249
"891","Newham, 00BB (891)","685","Hammersmith and Fulham, 00AN (685)","1/6/2019 - 31/8/2019, Every day, Daily Average",3554,2918,4328
"891","Newham, 00BB (891)","686","Hammersmith and Fulham, 00AN (686)","1/6/2019 - 31/8/2019, Every day, Daily Average",3087,2496,3816
"891","Newham, 00BB (891)","687","Hammersmith and Fulham, 00AN (687)","1/6/2019 - 31/8/2019, Every day, Daily Average",3312,2702,4058
"891","Newham, 00BB (891)","688","Hammersmith and Fulham, 00AN (688)","1/6/2019 - 31/8/2019, Every day, Daily Average",3862,3018,4941
"891","Newham, 00BB (891)","689","Hammersmith and Fulham, 00AN (689)","1/6/2019 - 31/8/2019, Every day, Daily Average",3388,2705,4242
"891","Newham, 00BB (891)","690","Hammersmith and Fulham, 00AN (690)","1/6/2019 - 31/8/2019, Every day, Daily Average",3430,2684,4382
"891","Newham, 00BB (891)","692","Haringey, 00AP (692)","1/6/2019 - 31/8/2019, Every day, Daily Average",2076,1744,2470
"891","Newham, 00BB (891)","697","Haringey, 00AP (697)","1/6/2019 - 31/8/2019, Every day, Daily Average",2130,1618,2802
"891","Newham, 00BB (891)","698","Haringey, 00AP (698)","1/6/2019 - 31/8/2019, Every day, Daily Average",2088,1642,2654
"891","Newham, 00BB (891)","699","Haringey, 00AP (699)","1/6/2019 - 31/8/2019, Every day, Daily Average",2339,1994,2742
"891","Newham, 00BB (891)","703","Haringey, 00AP (703)","1/6/2019 - 31/8/2019, Every day, Daily Average",2914,2391,3550
"891","Newham, 00BB (891)","704","Haringey, 00AP (704)","1/6/2019 - 31/8/2019, Every day, Daily Average",2484,2026,3044
"891","Newham, 00BB (891)","705","Harrow, 00AQ (705)","1/6/2019 - 31/8/2019, Every day, Daily Average",3128,2532,3863
"891","Newham, 00BB (891)","709","Havering, 00AR (709)","1/6/2019 - 31/8/2019, Every day, Daily Average",1476,1103,1973
"891","Newham, 00BB (891)","722","Hounslow, 00AT (722)","1/6/2019 - 31/8/2019, Every day, Daily Average",4730,3609,6198
"891","Newham, 00BB (891)","738","Islington, 00AU (738)","1/6/2019 - 31/8/2019, Every day, Daily Average",2656,2268,3109
"891","Newham, 00BB (891)","739","Islington, 00AU (739)","1/6/2019 - 31/8/2019, Every day, Daily Average",2796,2296,3404
"891","Newham, 00BB (891)","740","Islington, 00AU (740)","1/6/2019 - 31/8/2019, Every day, Daily Average",2625,2194,3140
"891","Newham, 00BB (891)","741","Islington, 00AU (741)","1/6/2019 - 31/8/2019, Every day, Daily Average",2829,2348,3408
"891","Newham, 00BB (891)","742","Islington, 00AU (742)","1/6/2019 - 31/8/2019, Every day, Daily Average",2555,2182,2991
"891","Newham, 00BB (891)","743","Islington, 00AU (743)","1/6/2019 - 31/8/2019, Every day, Daily Average",2355,2022,2741
"891","Newham, 00BB (891)","744","Islington, 00AU (744)","1/6/2019 - 31/8/2019, Every day, Daily Average",2569,2174,3035
"891","Newham, 00BB (891)","745","Islington, 00AU (745)","1/6/2019 - 31/8/2019, Every day, Daily Average",2658,2263,3121
"891","Newham, 00BB (891)","746","Islington, 00AU (746)","1/6/2019 - 31/8/2019, Every day, Daily Average",2219,1937,2541
"891","Newham, 00BB (891)","747","Islington, 00AU (747)","1/6/2019 - 31/8/2019, Every day, Daily Average",2626,2231,3089
"891","Newham, 00BB (891)","748","Islington, 00AU (748)","1/6/2019 - 31/8/2019, Every day, Daily Average",2432,2039,2900
"891","Newham, 00BB (891)","749","Islington, 00AU (749)","1/6/2019 - 31/8/2019, Every day, Daily Average",1862,1557,2225
"891","Newham, 00BB (891)","750","Islington, 00AU (750)","1/6/2019 - 31/8/2019, Every day, Daily Average",2296,1906,2764
"891","Newham, 00BB (891)","751","Islington, 00AU (751)","1/6/2019 - 31/8/2019, Every day, Daily Average",1928,1639,2267
"891","Newham, 00BB (891)","752","Islington, 00AU (752)","1/6/2019 - 31/8/2019, Every day, Daily Average",2560,2168,3022
"891","Newham, 00BB (891)","753","Islington, 00AU (753)","1/6/2019 - 31/8/2019, Every day, Daily Average",2188,1810,2644
"891","Newham, 00BB (891)","754","Islington, 00AU (754)","1/6/2019 - 31/8/2019, Every day, Daily Average",2301,1859,2847
"891","Newham, 00BB (891)","755","Islington, 00AU (755)","1/6/2019 - 31/8/2019, Every day, Daily Average",2101,1679,2627
"891","Newham, 00BB (891)","756","Lewisham, 00AZ (756)","1/6/2019 - 31/8/2019, Every day, Daily Average",1641,1312,2052
"891","Newham, 00BB (891)","757","Lewisham, 00AZ (757)","1/6/2019 - 31/8/2019, Every day, Daily Average",1527,1194,1952
"891","Newham, 00BB (891)","758","Lewisham, 00AZ (758)","1/6/2019 - 31/8/2019, Every day, Daily Average",2055,1688,2501
"891","Newham, 00BB (891)","759","Lewisham, 00AZ (759)","1/6/2019 - 31/8/2019, Every day, Daily Average",2020,1566,2604
"891","Newham, 00BB (891)","760","Lewisham, 00AZ (760)","1/6/2019 - 31/8/2019, Every day, Daily Average",1646,1302,2080
"891","Newham, 00BB (891)","761","Lewisham, 00AZ (761)","1/6/2019 - 31/8/2019, Every day, Daily Average",2097,1736,2532
"891","Newham, 00BB (891)","762","Lewisham, 00AZ (762)","1/6/2019 - 31/8/2019, Every day, Daily Average",2295,1922,2740
"891","Newham, 00BB (891)","763","Lewisham, 00AZ (763)","1/6/2019 - 31/8/2019, Every day, Daily Average",1988,1618,2442
"891","Newham, 00BB (891)","764","Lewisham, 00AZ (764)","1/6/2019 - 31/8/2019, Every day, Daily Average",1987,1605,2459
"891","Newham, 00BB (891)","765","Lewisham, 00AZ (765)","1/6/2019 - 31/8/2019, Every day, Daily Average",1838,1447,2334
"891","Newham, 00BB (891)","766","Lewisham, 00AZ (766)","1/6/2019 - 31/8/2019, Every day, Daily Average",1895,1487,2414
"891","Newham, 00BB (891)","768","Islington, 00AU (768)","1/6/2019 - 31/8/2019, Every day, Daily Average",1996,1616,2465
"891","Newham, 00BB (891)","769","Kensington and Chelsea, 00AW (769)","1/6/2019 - 31/8/2019, Every day, Daily Average",3439,2737,4320
"891","Newham, 00BB (891)","770","Lewisham, 00AZ (770)","1/6/2019 - 31/8/2019, Every day, Daily Average",2471,2066,2954
"891","Newham, 00BB (891)","771","Lewisham, 00AZ (771)","1/6/2019 - 31/8/2019, Every day, Daily Average",2135,1755,2596
"891","Newham, 00BB (891)","772","Lewisham, 00AZ (772)","1/6/2019 - 31/8/2019, Every day, Daily Average",2297,1896,2782
"891","Newham, 00BB (891)","773","Lewisham, 00AZ (773)","1/6/2019 - 31/8/2019, Every day, Daily Average",2074,1693,2540
"891","Newham, 00BB (891)","774","Merton, 00BA (774)","1/6/2019 - 31/8/2019, Every day, Daily Average",3874,3272,4586
"891","Newham, 00BB (891)","776","Merton, 00BA (776)","1/6/2019 - 31/8/2019, Every day, Daily Average",3981,3333,4753
"891","Newham, 00BB (891)","778","Merton, 00BA (778)","1/6/2019 - 31/8/2019, Every day, Daily Average",3616,2986,4377
"891","Newham, 00BB (891)","784","Merton, 00BA (784)","1/6/2019 - 31/8/2019, Every day, Daily Average",4030,3183,5101
"891","Newham, 00BB (891)","790","Merton, 00BA (790)","1/6/2019 - 31/8/2019, Every day, Daily Average",4212,3334,5320
"891","Newham, 00BB (891)","797","Kensington and Chelsea, 00AW (797)","1/6/2019 - 31/8/2019, Every day, Daily Average",3602,2893,4483
"891","Newham, 00BB (891)","801","Newham, 00BB (801)","1/6/2019 - 31/8/2019, Every day, Daily Average",1330,1063,1663
"891","Newham, 00BB (891)","802","Newham, 00BB (802)","1/6/2019 - 31/8/2019, Every day, Daily Average",1036,778,1378
"891","Newham, 00BB (891)","803","Kensington and Chelsea, 00AW (803)","1/6/2019 - 31/8/2019, Every day, Daily Average",3374,2650,4294
"891","Newham, 00BB (891)","804","Newham, 00BB (804)","1/6/2019 - 31/8/2019, Every day, Daily Average",1277,929,1755
"891","Newham, 00BB (891)","805","Newham, 00BB (805)","1/6/2019 - 31/8/2019, Every day, Daily Average",892,670,1186
"891","Newham, 00BB (891)","806","Newham, 00BB (806)","1/6/2019 - 31/8/2019, Every day, Daily Average",1156,875,1526
"891","Newham, 00BB (891)","807","Newham, 00BB (807)","1/6/2019 - 31/8/2019, Every day, Daily Average",1252,964,1625
"891","Newham, 00BB (891)","808","Newham, 00BB (808)","1/6/2019 - 31/8/2019, Every day, Daily Average",1119,883,1416
"891","Newham, 00BB (891)","809","Newham, 00BB (809)","1/6/2019 - 31/8/2019, Every day, Daily Average",1013,769,1334
"891","Newham, 00BB (891)","810","Newham, 00BB (810)","1/6/2019 - 31/8/2019, Every day, Daily Average",1209,903,1618
"891","Newham, 00BB (891)","811","Newham, 00BB (811)","1/6/2019 - 31/8/2019, Every day, Daily Average",1232,908,1670
"891","Newham, 00BB (891)","812","Newham, 00BB (812)","1/6/2019 - 31/8/2019, Every day, Daily Average",1024,740,1415
"891","Newham, 00BB (891)","813","Newham, 00BB (813)","1/6/2019 - 31/8/2019, Every day, Daily Average",1041,741,1462
"891","Newham, 00BB (891)","814","Newham, 00BB (814)","1/6/2019 - 31/8/2019, Every day, Daily Average",1109,825,1489
"891","Newham, 00BB (891)","815","Newham, 00BB (815)","1/6/2019 - 31/8/2019, Every day, Daily Average",843,632,1123
"891","Newham, 00BB (891)","816","Newham, 00BB (816)","1/6/2019 - 31/8/2019, Every day, Daily Average",921,707,1198
"891","Newham, 00BB (891)","817","Newham, 00BB (817)","1/6/2019 - 31/8/2019, Every day, Daily Average",993,786,1254
"891","Newham, 00BB (891)","818","Newham, 00BB (818)","1/6/2019 - 31/8/2019, Every day, Daily Average",1033,742,1437
"891","Newham, 00BB (891)","819","Wandsworth, 00BJ (819)","1/6/2019 - 31/8/2019, Every day, Daily Average",3131,2583,3794
"891","Newham, 00BB (891)","820","Kensington and Chelsea, 00AW (820)","1/6/2019 - 31/8/2019, Every day, Daily Average",3763,2975,4758
"891","Newham, 00BB (891)","821","Kensington and Chelsea, 00AW (821)","1/6/2019 - 31/8/2019, Every day, Daily Average",3419,2604,4489
"891","Newham, 00BB (891)","822","Redbridge, 00BC (822)","1/6/2019 - 31/8/2019, Every day, Daily Average",1332,974,1821
"891","Newham, 00BB (891)","823","Redbridge, 00BC (823)","1/6/2019 - 31/8/2019, Every day, Daily Average",1681,1241,2276
"891","Newham, 00BB (891)","824","Redbridge, 00BC (824)","1/6/2019 - 31/8/2019, Every day, Daily Average",1463,1050,2038
"891","Newham, 00BB (891)","825","Redbridge, 00BC (825)","1/6/2019 - 31/8/2019, Every day, Daily Average",1420,1100,1832
"891","Newham, 00BB (891)","826","Redbridge, 00BC (826)","1/6/2019 - 31/8/2019, Every day, Daily Average",1031,803,1322
"891","Newham, 00BB (891)","827","Redbridge, 00BC (827)","1/6/2019 - 31/8/2019, Every day, Daily Average",1254,901,1744
"891","Newham, 00BB (891)","828","Redbridge, 00BC (828)","1/6/2019 - 31/8/2019, Every day, Daily Average",1416,1087,1842
"891","Newham, 00BB (891)","829","Redbridge, 00BC (829)","1/6/2019 - 31/8/2019, Every day, Daily Average",1445,1071,1948
"891","Newham, 00BB (891)","830","Redbridge, 00BC (830)","1/6/2019 - 31/8/2019, Every day, Daily Average",973,741,1276
"891","Newham, 00BB (891)","831","Redbridge, 00BC (831)","1/6/2019 - 31/8/2019, Every day, Daily Average",1204,896,1616
"891","Newham, 00BB (891)","832","Redbridge, 00BC (832)","1/6/2019 - 31/8/2019, Every day, Daily Average",1381,1013,1881
"891","Newham, 00BB (891)","833","Redbridge, 00BC (833)","1/6/2019 - 31/8/2019, Every day, Daily Average",938,713,1233
"891","Newham, 00BB (891)","834","Redbridge, 00BC (834)","1/6/2019 - 31/8/2019, Every day, Daily Average",1272,913,1770
"891","Newham, 00BB (891)","836","Richmond upon Thames, 00BD (836)","1/6/2019 - 31/8/2019, Every day, Daily Average",4074,3270,5074
"891","Newham, 00BB (891)","837","Richmond upon Thames, 00BD (837)","1/6/2019 - 31/8/2019, Every day, Daily Average",4087,3196,5226
"891","Newham, 00BB (891)","838","Kensington and Chelsea, 00AW (838)","1/6/2019 - 31/8/2019, Every day, Daily Average",3393,2532,4545
"891","Newham, 00BB (891)","839","Kensington and Chelsea, 00AW (839)","1/6/2019 - 31/8/2019, Every day, Daily Average",3332,2609,4253
"891","Newham, 00BB (891)","840","Richmond upon Thames, 00BD (840)","1/6/2019 - 31/8/2019, Every day, Daily Average",4128,3246,5249
"891","Newham, 00BB (891)","841","Kensington and Chelsea, 00AW (841)","1/6/2019 - 31/8/2019, Every day, Daily Average",2799,2156,3633
"891","Newham, 00BB (891)","844","Richmond upon Thames, 00BD (844)","1/6/2019 - 31/8/2019, Every day, Daily Average",4280,3451,5306
"891","Newham, 00BB (891)","847","Kensington and Chelsea, 00AW (847)","1/6/2019 - 31/8/2019, Every day, Daily Average",2973,2340,3776
"891","Newham, 00BB (891)","849","Kingston upon Thames, 00AX (849)","1/6/2019 - 31/8/2019, Every day, Daily Average",4007,3191,5031
"891","Newham, 00BB (891)","850","Kingston upon Thames, 00AX (850)","1/6/2019 - 31/8/2019, Every day, Daily Average",4446,3637,5433
"891","Newham, 00BB (891)","854","Lambeth, 00AY (854)","1/6/2019 - 31/8/2019, Every day, Daily Average",2241,1749,2870
"891","Newham, 00BB (891)","861","Lambeth, 00AY (861)","1/6/2019 - 31/8/2019, Every day, Daily Average",2275,1816,2848
"891","Newham, 00BB (891)","867","Lambeth, 00AY (867)","1/6/2019 - 31/8/2019, Every day, Daily Average",2391,1963,2911
"891","Newham, 00BB (891)","868","Lambeth, 00AY (868)","1/6/2019 - 31/8/2019, Every day, Daily Average",2332,1914,2840
"891","Newham, 00BB (891)","869","Lambeth, 00AY (869)","1/6/2019 - 31/8/2019, Every day, Daily Average",2433,2005,2952
"891","Newham, 00BB (891)","870","Lambeth, 00AY (870)","1/6/2019 - 31/8/2019, Every day, Daily Average",2494,1608,3866
"891","Newham, 00BB (891)","871","Lewisham, 00AZ (871)","1/6/2019 - 31/8/2019, Every day, Daily Average",1560,1176,2068
"891","Newham, 00BB (891)","872","Lewisham, 00AZ (872)","1/6/2019 - 31/8/2019, Every day, Daily Average",1642,1234,2183
"891","Newham, 00BB (891)","873","Lewisham, 00AZ (873)","1/6/2019 - 31/8/2019, Every day, Daily Average",1736,1370,2198
"891","Newham, 00BB (891)","874","Lewisham, 00AZ (874)","1/6/2019 - 31/8/2019, Every day, Daily Average",1664,1271,2176
"891","Newham, 00BB (891)","875","Lewisham, 00AZ (875)","1/6/2019 - 31/8/2019, Every day, Daily Average",1644,1276,2117
"891","Newham, 00BB (891)","876","Lewisham, 00AZ (876)","1/6/2019 - 31/8/2019, Every day, Daily Average",1855,1532,2245
"891","Newham, 00BB (891)","877","Lewisham, 00AZ (877)","1/6/2019 - 31/8/2019, Every day, Daily Average",1391,1063,1818
"891","Newham, 00BB (891)","878","Lewisham, 00AZ (878)","1/6/2019 - 31/8/2019, Every day, Daily Average",1779,1424,2221
"891","Newham, 00BB (891)","879","Lewisham, 00AZ (879)","1/6/2019 - 31/8/2019, Every day, Daily Average",1281,943,1739
"891","Newham, 00BB (891)","880","Lewisham, 00AZ (880)","1/6/2019 - 31/8/2019, Every day, Daily Average",1871,1536,2277
"891","Newham, 00BB (891)","881","Lewisham, 00AZ (881)","1/6/2019 - 31/8/2019, Every day, Daily Average",1800,1468,2206
"891","Newham, 00BB (891)","882","Lewisham, 00AZ (882)","1/6/2019 - 31/8/2019, Every day, Daily Average",1687,1303,2184
"891","Newham, 00BB (891)","883","Lewisham, 00AZ (883)","1/6/2019 - 31/8/2019, Every day, Daily Average",1687,1287,2210
"891","Newham, 00BB (891)","884","Lewisham, 00AZ (884)","1/6/2019 - 31/8/2019, Every day, Daily Average",1886,1576,2256
"891","Newham, 00BB (891)","885","Lewisham, 00AZ (885)","1/6/2019 - 31/8/2019, Every day, Daily Average",2038,1675,2478
"891","Newham, 00BB (891)","886","Lewisham, 00AZ (886)","1/6/2019 - 31/8/2019, Every day, Daily Average",1574,1242,1993
"891","Newham, 00BB (891)","887","Newham, 00BB (887)","1/6/2019 - 31/8/2019, Every day, Daily Average",968,704,1330
"891","Newham, 00BB (891)","888","Newham, 00BB (888)","1/6/2019 - 31/8/2019, Every day, Daily Average",740,510,1073
"891","Newham, 00BB (891)","889","Newham, 00BB (889)","1/6/2019 - 31/8/2019, Every day, Daily Average",647,431,970
"891","Newham, 00BB (891)","890","Newham, 00BB (890)","1/6/2019 - 31/8/2019, Every day, Daily Average",645,464,895
"891","Newham, 00BB (891)","891","Newham, 00BB (891)","1/6/2019 - 31/8/2019, Every day, Daily Average",197,96,401
"891","Newham, 00BB (891)","892","Westminster, 00BK (892)","1/6/2019 - 31/8/2019, Every day, Daily Average",3180,2634,3838
"891","Newham, 00BB (891)","893","Westminster, 00BK (893)","1/6/2019 - 31/8/2019, Every day, Daily Average",3399,2775,4163
"891","Newham, 00BB (891)","894","Redbridge, 00BC (894)","1/6/2019 - 31/8/2019, Every day, Daily Average",1301,1016,1664
"891","Newham, 00BB (891)","895","Redbridge, 00BC (895)","1/6/2019 - 31/8/2019, Every day, Daily Average",1811,1391,2356
"891","Newham, 00BB (891)","896","Redbridge, 00BC (896)","1/6/2019 - 31/8/2019, Every day, Daily Average",1244,995,1554
"891","Newham, 00BB (891)","897","Southwark, 00BE (897)","1/6/2019 - 31/8/2019, Every day, Daily Average",937,666,1317
"891","Newham, 00BB (891)","898","Southwark, 00BE (898)","1/6/2019 - 31/8/2019, Every day, Daily Average",1756,1344,2292
"891","Newham, 00BB (891)","899","Southwark, 00BE (899)","1/6/2019 - 31/8/2019, Every day, Daily Average",1562,1206,2022
"891","Newham, 00BB (891)","900","Southwark, 00BE (900)","1/6/2019 - 31/8/2019, Every day, Daily Average",1407,1138,1739
"891","Newham, 00BB (891)","901","Southwark, 00BE (901)","1/6/2019 - 31/8/2019, Every day, Daily Average",1695,1332,2155
"891","Newham, 00BB (891)","902","Southwark, 00BE (902)","1/6/2019 - 31/8/2019, Every day, Daily Average",1271,1015,1591
"891","Newham, 00BB (891)","903","Southwark, 00BE (903)","1/6/2019 - 31/8/2019, Every day, Daily Average",1890,1492,2393
"891","Newham, 00BB (891)","904","Southwark, 00BE (904)","1/6/2019 - 31/8/2019, Every day, Daily Average",1513,1240,1845
"891","Newham, 00BB (891)","905","Southwark, 00BE (905)","1/6/2019 - 31/8/2019, Every day, Daily Average",1480,1188,1843
"891","Newham, 00BB (891)","906","Southwark, 00BE (906)","1/6/2019 - 31/8/2019, Every day, Daily Average",1735,1404,2143
"891","Newham, 00BB (891)","907","Southwark, 00BE (907)","1/6/2019 - 31/8/2019, Every day, Daily Average",2054,1651,2554
"891","Newham, 00BB (891)","908","Southwark, 00BE (908)","1/6/2019 - 31/8/2019, Every day, Daily Average",1868,1529,2280
"891","Newham, 00BB (891)","909","Southwark, 00BE (909)","1/6/2019 - 31/8/2019, Every day, Daily Average",1897,1611,2233
"891","Newham, 00BB (891)","910","Southwark, 00BE (910)","1/6/2019 - 31/8/2019, Every day, Daily Average",2013,1645,2462
"891","Newham, 00BB (891)","911","Southwark, 00BE (911)","1/6/2019 - 31/8/2019, Every day, Daily Average",2154,1753,2646
"891","Newham, 00BB (891)","912","Southwark, 00BE (912)","1/6/2019 - 31/8/2019, Every day, Daily Average",2281,1928,2698
"891","Newham, 00BB (891)","913","Southwark, 00BE (913)","1/6/2019 - 31/8/2019, Every day, Daily Average",1960,1612,2382
"891","Newham, 00BB (891)","914","Southwark, 00BE (914)","1/6/2019 - 31/8/2019, Every day, Daily Average",1867,1537,2266
"891","Newham, 00BB (891)","915","Southwark, 00BE (915)","1/6/2019 - 31/8/2019, Every day, Daily Average",2348,1930,2856
"891","Newham, 00BB (891)","916","Southwark, 00BE (916)","1/6/2019 - 31/8/2019, Every day, Daily Average",2199,1828,2644
"891","Newham, 00BB (891)","917","Southwark, 00BE (917)","1/6/2019 - 31/8/2019, Every day, Daily Average",2540,2155,2992
"891","Newham, 00BB (891)","918","Southwark, 00BE (918)","1/6/2019 - 31/8/2019, Every day, Daily Average",2063,1704,2496
"891","Newham, 00BB (891)","919","Southwark, 00BE (919)","1/6/2019 - 31/8/2019, Every day, Daily Average",2377,2054,2750
"891","Newham, 00BB (891)","920","Tower Hamlets, 00BG (920)","1/6/2019 - 31/8/2019, Every day, Daily Average",1370,1126,1666
"891","Newham, 00BB (891)","921","Tower Hamlets, 00BG (921)","1/6/2019 - 31/8/2019, Every day, Daily Average",1461,1208,1766
"891","Newham, 00BB (891)","922","Tower Hamlets, 00BG (922)","1/6/2019 - 31/8/2019, Every day, Daily Average",1596,1293,1969
"891","Newham, 00BB (891)","923","Tower Hamlets, 00BG (923)","1/6/2019 - 31/8/2019, Every day, Daily Average",771,576,1031
"891","Newham, 00BB (891)","924","Tower Hamlets, 00BG (924)","1/6/2019 - 31/8/2019, Every day, Daily Average",1588,1292,1951
"891","Newham, 00BB (891)","925","Tower Hamlets, 00BG (925)","1/6/2019 - 31/8/2019, Every day, Daily Average",1281,959,1710
"891","Newham, 00BB (891)","926","Tower Hamlets, 00BG (926)","1/6/2019 - 31/8/2019, Every day, Daily Average",1342,1048,1718
"891","Newham, 00BB (891)","927","Tower Hamlets, 00BG (927)","1/6/2019 - 31/8/2019, Every day, Daily Average",1047,710,1541
"891","Newham, 00BB (891)","928","Tower Hamlets, 00BG (928)","1/6/2019 - 31/8/2019, Every day, Daily Average",1418,1103,1822
"891","Newham, 00BB (891)","929","Tower Hamlets, 00BG (929)","1/6/2019 - 31/8/2019, Every day, Daily Average",1007,722,1403
"891","Newham, 00BB (891)","930","Tower Hamlets, 00BG (930)","1/6/2019 - 31/8/2019, Every day, Daily Average",1470,1171,1845
"891","Newham, 00BB (891)","931","Tower Hamlets, 00BG (931)","1/6/2019 - 31/8/2019, Every day, Daily Average",1141,897,1450
"891","Newham, 00BB (891)","932","Tower Hamlets, 00BG (932)","1/6/2019 - 31/8/2019, Every day, Daily Average",667,469,946
"891","Newham, 00BB (891)","933","Tower Hamlets, 00BG (933)","1/6/2019 - 31/8/2019, Every day, Daily Average",933,708,1227
"891","Newham, 00BB (891)","934","Tower Hamlets, 00BG (934)","1/6/2019 - 31/8/2019, Every day, Daily Average",651,457,926
